id,Sleep Duration,Dietary Habits,Financial Stress,Family History of Mental Illness
18221,'7-8 hours',Moderate,5.0,Yes
18234,'7-8 hours',Healthy,2.0,No
18235,'7-8 hours',Moderate,1.0,Yes
18238,'7-8 hours',Moderate,4.0,No
18248,'Less than 5 hours',Unhealthy,5.0,No
18251,'7-8 hours',Moderate,3.0,Yes
18252,'Less than 5 hours',Moderate,5.0,Yes
18258,'More than 8 hours',Moderate,3.0,No
18264,'5-6 hours',Healthy,2.0,No
18267,'Less than 5 hours',Unhealthy,5.0,No
18278,'5-6 hours',Healthy,3.0,Yes
18280,'More than 8 hours',Unhealthy,5.0,No
18284,'5-6 hours',Unhealthy,3.0,No
18291,'7-8 hours',Healthy,5.0,Yes
18292,'7-8 hours',Moderate,1.0,No
18298,'More than 8 hours',Unhealthy,1.0,Yes
18302,'Less than 5 hours',Unhealthy,2.0,Yes
18307,'More than 8 hours',Moderate,5.0,No
18310,'Less than 5 hours',Unhealthy,1.0,No
18313,'More than 8 hours',Healthy,5.0,Yes
18315,'Less than 5 hours',Healthy,3.0,Yes
18317,'7-8 hours',Moderate,5.0,No
18324,'Less than 5 hours',Moderate,3.0,No
18326,'Less than 5 hours',Healthy,1.0,No
18331,'5-6 hours',Unhealthy,3.0,No
18333,'Less than 5 hours',Unhealthy,5.0,No
18334,'More than 8 hours',Healthy,3.0,No
18338,'Less than 5 hours',Moderate,5.0,Yes
18340,'Less than 5 hours',Moderate,3.0,No
18344,'Less than 5 hours',Unhealthy,3.0,Yes
18360,'5-6 hours',Moderate,2.0,No
18368,'5-6 hours',Moderate,1.0,Yes
18374,'5-6 hours',Unhealthy,4.0,No
18375,'More than 8 hours',Healthy,5.0,Yes
18381,'7-8 hours',Unhealthy,1.0,Yes
18383,'7-8 hours',Moderate,1.0,No
18384,'Less than 5 hours',Unhealthy,2.0,Yes
18389,'5-6 hours',Moderate,1.0,No
18394,'Less than 5 hours',Moderate,2.0,No
18402,'More than 8 hours',Healthy,3.0,Yes
18410,'Less than 5 hours',Unhealthy,5.0,No
18414,'More than 8 hours',Moderate,4.0,No
18415,'7-8 hours',Healthy,1.0,No
18417,'Less than 5 hours',Unhealthy,2.0,No
18418,'Less than 5 hours',Unhealthy,5.0,Yes
18419,'More than 8 hours',Unhealthy,3.0,Yes
18420,'More than 8 hours',Unhealthy,4.0,No
18430,'Less than 5 hours',Unhealthy,5.0,Yes
18431,'5-6 hours',Unhealthy,3.0,Yes
18435,'5-6 hours',Unhealthy,4.0,No
18443,'Less than 5 hours',Moderate,4.0,No
18447,'More than 8 hours',Healthy,5.0,No
18450,'5-6 hours',Moderate,1.0,No
18452,'5-6 hours',Moderate,4.0,No
18454,'7-8 hours',Unhealthy,3.0,Yes
18456,'Less than 5 hours',Unhealthy,5.0,No
18457,'Less than 5 hours',Moderate,1.0,Yes
18460,'5-6 hours',Moderate,2.0,No
18467,'5-6 hours',Moderate,4.0,No
18472,'7-8 hours',Unhealthy,3.0,No
18491,'Less than 5 hours',Moderate,1.0,No
18492,'More than 8 hours',Unhealthy,3.0,No
18494,'7-8 hours',Unhealthy,4.0,Yes
18502,'7-8 hours',Moderate,3.0,Yes
18512,'More than 8 hours',Unhealthy,3.0,Yes
18514,'5-6 hours',Moderate,2.0,Yes
18523,'7-8 hours',Unhealthy,5.0,Yes
18525,'7-8 hours',Unhealthy,4.0,Yes
18529,'5-6 hours',Healthy,1.0,Yes
18533,'7-8 hours',Moderate,2.0,No
18534,'Less than 5 hours',Unhealthy,4.0,Yes
18539,'5-6 hours',Healthy,5.0,No
18549,'5-6 hours',Moderate,1.0,No
18552,'7-8 hours',Healthy,2.0,No
18554,'5-6 hours',Healthy,1.0,No
18555,'7-8 hours',Moderate,5.0,No
18556,'Less than 5 hours',Moderate,1.0,No
18557,'5-6 hours',Moderate,1.0,Yes
18562,'More than 8 hours',Unhealthy,1.0,No
18563,'7-8 hours',Unhealthy,4.0,No
18566,'5-6 hours',Unhealthy,3.0,Yes
18569,'7-8 hours',Moderate,1.0,Yes
18573,'More than 8 hours',Unhealthy,2.0,No
18574,'5-6 hours',Moderate,1.0,Yes
18581,'Less than 5 hours',Unhealthy,1.0,No
18585,'5-6 hours',Moderate,5.0,Yes
18590,'Less than 5 hours',Healthy,1.0,No
18595,'More than 8 hours',Unhealthy,1.0,No
18596,'More than 8 hours',Moderate,3.0,No
18598,'7-8 hours',Unhealthy,5.0,Yes
18608,'Less than 5 hours',Unhealthy,5.0,Yes
18610,'7-8 hours',Moderate,1.0,No
18619,'7-8 hours',Healthy,4.0,Yes
18620,'7-8 hours',Unhealthy,2.0,Yes
18622,'Less than 5 hours',Moderate,3.0,No
18634,'Less than 5 hours',Moderate,5.0,No
18636,'Less than 5 hours',Unhealthy,5.0,No
18637,'5-6 hours',Unhealthy,4.0,No
18651,'5-6 hours',Moderate,4.0,Yes
18652,'More than 8 hours',Healthy,4.0,No
18654,'7-8 hours',Moderate,4.0,Yes
18658,'Less than 5 hours',Healthy,5.0,No
18665,'5-6 hours',Moderate,3.0,Yes
18669,'Less than 5 hours',Unhealthy,4.0,Yes
18678,'Less than 5 hours',Unhealthy,1.0,No
18680,'7-8 hours',Healthy,3.0,Yes
18694,'7-8 hours',Healthy,1.0,Yes
18697,'More than 8 hours',Moderate,1.0,No
18705,'Less than 5 hours',Healthy,3.0,Yes
18712,'More than 8 hours',Healthy,4.0,Yes
18718,'5-6 hours',Moderate,5.0,No
18720,'Less than 5 hours',Moderate,4.0,Yes
18724,'More than 8 hours',Moderate,2.0,No
18727,'More than 8 hours',Unhealthy,3.0,Yes
18731,'7-8 hours',Healthy,2.0,No
18740,'7-8 hours',Moderate,4.0,No
18741,'More than 8 hours',Unhealthy,2.0,Yes
18743,'7-8 hours',Unhealthy,4.0,Yes
18753,'5-6 hours',Healthy,2.0,No
18760,'More than 8 hours',Healthy,4.0,No
18767,'Less than 5 hours',Moderate,1.0,Yes
18777,'5-6 hours',Moderate,3.0,Yes
18780,'Less than 5 hours',Unhealthy,1.0,Yes
18781,'7-8 hours',Unhealthy,5.0,No
18787,'5-6 hours',Moderate,4.0,Yes
18793,'Less than 5 hours',Unhealthy,2.0,Yes
18808,'7-8 hours',Unhealthy,1.0,No
18811,'7-8 hours',Unhealthy,5.0,No
18814,'7-8 hours',Healthy,2.0,Yes
18824,'Less than 5 hours',Unhealthy,3.0,Yes
18829,'5-6 hours',Unhealthy,2.0,No
18836,'Less than 5 hours',Healthy,4.0,Yes
18837,'5-6 hours',Healthy,5.0,No
18841,'More than 8 hours',Moderate,2.0,No
18849,'7-8 hours',Moderate,1.0,Yes
18862,'More than 8 hours',Unhealthy,5.0,No
18865,'Less than 5 hours',Moderate,1.0,No
18868,'7-8 hours',Moderate,5.0,No
18874,'5-6 hours',Unhealthy,3.0,Yes
18881,'More than 8 hours',Moderate,1.0,No
18884,'7-8 hours',Unhealthy,3.0,No
18885,'Less than 5 hours',Unhealthy,3.0,No
18891,'Less than 5 hours',Moderate,4.0,No
18893,'More than 8 hours',Unhealthy,2.0,No
18896,'7-8 hours',Healthy,2.0,Yes
18899,'More than 8 hours',Unhealthy,5.0,Yes
18908,'5-6 hours',Moderate,3.0,Yes
18918,'More than 8 hours',Unhealthy,5.0,No
18923,'More than 8 hours',Healthy,2.0,No
18925,'More than 8 hours',Unhealthy,1.0,No
18934,'Less than 5 hours',Moderate,3.0,No
18937,'Less than 5 hours',Moderate,4.0,No
18943,'Less than 5 hours',Unhealthy,4.0,No
18948,'5-6 hours',Unhealthy,5.0,No
18956,'More than 8 hours',Unhealthy,4.0,Yes
18957,'Less than 5 hours',Healthy,4.0,No
18958,'More than 8 hours',Moderate,5.0,Yes
18959,'Less than 5 hours',Unhealthy,5.0,Yes
18960,'More than 8 hours',Unhealthy,4.0,Yes
18961,'Less than 5 hours',Healthy,4.0,No
18962,'7-8 hours',Healthy,5.0,Yes
18965,'Less than 5 hours',Unhealthy,1.0,No
18966,'5-6 hours',Moderate,4.0,Yes
18969,'Less than 5 hours',Healthy,1.0,No
18972,'5-6 hours',Healthy,1.0,Yes
18973,'7-8 hours',Moderate,5.0,No
18974,'More than 8 hours',Unhealthy,1.0,No
18983,'5-6 hours',Unhealthy,3.0,Yes
18986,'7-8 hours',Healthy,1.0,Yes
19008,'5-6 hours',Moderate,3.0,Yes
19010,'Less than 5 hours',Healthy,1.0,No
19013,'7-8 hours',Unhealthy,2.0,No
19015,'Less than 5 hours',Unhealthy,2.0,Yes
19016,'Less than 5 hours',Unhealthy,3.0,No
19017,'More than 8 hours',Healthy,3.0,No
19027,'More than 8 hours',Moderate,5.0,No
19034,'7-8 hours',Moderate,2.0,Yes
19035,'More than 8 hours',Unhealthy,5.0,No
19038,'Less than 5 hours',Healthy,5.0,No
19044,'Less than 5 hours',Moderate,3.0,No
19048,'More than 8 hours',Healthy,1.0,Yes
19051,Others,Unhealthy,5.0,No
19055,'More than 8 hours',Moderate,5.0,Yes
19059,'Less than 5 hours',Moderate,3.0,No
19061,'5-6 hours',Healthy,3.0,Yes
19065,'More than 8 hours',Healthy,2.0,Yes
19070,'7-8 hours',Healthy,5.0,Yes
19072,'5-6 hours',Moderate,2.0,No
19073,'Less than 5 hours',Healthy,4.0,No
19089,'7-8 hours',Unhealthy,4.0,No
19090,'7-8 hours',Healthy,1.0,No
19113,'More than 8 hours',Unhealthy,4.0,No
19116,'7-8 hours',Healthy,5.0,No
19118,'5-6 hours',Moderate,5.0,Yes
19126,'7-8 hours',Moderate,4.0,Yes
19129,'5-6 hours',Healthy,4.0,Yes
19130,'Less than 5 hours',Unhealthy,2.0,No
19131,'Less than 5 hours',Unhealthy,5.0,Yes
19136,'More than 8 hours',Moderate,2.0,Yes
19138,'Less than 5 hours',Moderate,5.0,Yes
19143,'More than 8 hours',Unhealthy,2.0,No
19154,'More than 8 hours',Healthy,1.0,No
19159,'Less than 5 hours',Unhealthy,1.0,No
19160,'5-6 hours',Unhealthy,5.0,No
19161,'7-8 hours',Unhealthy,2.0,No
19163,'7-8 hours',Unhealthy,2.0,No
19164,'More than 8 hours',Healthy,4.0,Yes
19165,'7-8 hours',Moderate,1.0,Yes
19177,'Less than 5 hours',Moderate,4.0,Yes
19187,'5-6 hours',Healthy,2.0,Yes
19191,'7-8 hours',Moderate,4.0,No
19197,'Less than 5 hours',Unhealthy,1.0,No
19204,'Less than 5 hours',Unhealthy,2.0,Yes
19208,'5-6 hours',Healthy,4.0,Yes
19211,'Less than 5 hours',Unhealthy,2.0,No
19226,'5-6 hours',Unhealthy,2.0,Yes
19240,'Less than 5 hours',Unhealthy,2.0,No
19257,'Less than 5 hours',Moderate,3.0,No
19260,'7-8 hours',Unhealthy,5.0,Yes
19264,'Less than 5 hours',Healthy,2.0,No
19269,'Less than 5 hours',Moderate,5.0,No
19270,'5-6 hours',Healthy,1.0,Yes
19279,'7-8 hours',Unhealthy,5.0,Yes
19286,'Less than 5 hours',Unhealthy,4.0,Yes
19292,'7-8 hours',Unhealthy,4.0,Yes
19297,'5-6 hours',Healthy,1.0,No
19307,'5-6 hours',Unhealthy,5.0,No
19311,'More than 8 hours',Healthy,3.0,No
19334,'Less than 5 hours',Unhealthy,1.0,Yes
19341,'Less than 5 hours',Moderate,5.0,Yes
19347,'Less than 5 hours',Unhealthy,1.0,Yes
19354,'Less than 5 hours',Unhealthy,5.0,Yes
19355,'5-6 hours',Healthy,1.0,No
19369,'Less than 5 hours',Moderate,4.0,Yes
19370,'5-6 hours',Unhealthy,4.0,Yes
19377,'Less than 5 hours',Unhealthy,5.0,No
19380,'5-6 hours',Healthy,4.0,No
19382,'7-8 hours',Unhealthy,4.0,Yes
19383,'Less than 5 hours',Unhealthy,2.0,No
19393,'7-8 hours',Unhealthy,3.0,No
19402,'5-6 hours',Moderate,3.0,Yes
19406,'More than 8 hours',Moderate,5.0,No
19409,'More than 8 hours',Unhealthy,2.0,Yes
19411,'Less than 5 hours',Unhealthy,3.0,No
19413,'More than 8 hours',Unhealthy,1.0,Yes
19414,'5-6 hours',Unhealthy,5.0,No
19417,'Less than 5 hours',Moderate,5.0,Yes
19420,'7-8 hours',Healthy,4.0,Yes
19429,'7-8 hours',Unhealthy,3.0,Yes
19433,'More than 8 hours',Healthy,4.0,Yes
19436,'Less than 5 hours',Unhealthy,5.0,Yes
19437,'Less than 5 hours',Moderate,4.0,No
19439,'5-6 hours',Moderate,5.0,No
19448,'7-8 hours',Unhealthy,5.0,Yes
19453,'7-8 hours',Unhealthy,3.0,Yes
19467,'More than 8 hours',Moderate,5.0,No
19471,'More than 8 hours',Unhealthy,2.0,Yes
19474,'Less than 5 hours',Moderate,1.0,Yes
19476,'Less than 5 hours',Unhealthy,2.0,No
19477,'7-8 hours',Healthy,4.0,No
19482,'Less than 5 hours',Healthy,2.0,No
19484,'5-6 hours',Unhealthy,4.0,No
19488,'More than 8 hours',Unhealthy,2.0,No
19493,'More than 8 hours',Moderate,5.0,Yes
19502,'7-8 hours',Moderate,1.0,No
19504,'7-8 hours',Moderate,5.0,No
19509,'Less than 5 hours',Healthy,4.0,No
19513,'5-6 hours',Unhealthy,2.0,Yes
19518,'Less than 5 hours',Healthy,4.0,No
19522,'Less than 5 hours',Healthy,3.0,Yes
19526,'Less than 5 hours',Unhealthy,1.0,Yes
19527,'Less than 5 hours',Moderate,2.0,No
19530,'5-6 hours',Unhealthy,5.0,No
19537,'5-6 hours',Healthy,1.0,Yes
19539,'7-8 hours',Unhealthy,4.0,No
19546,'Less than 5 hours',Healthy,3.0,Yes
19553,'More than 8 hours',Unhealthy,5.0,Yes
19556,'More than 8 hours',Unhealthy,3.0,No
19569,'7-8 hours',Healthy,3.0,No
19572,'Less than 5 hours',Unhealthy,1.0,No
19581,'Less than 5 hours',Healthy,4.0,No
19583,'5-6 hours',Healthy,1.0,No
19598,'More than 8 hours',Healthy,5.0,Yes
19603,'7-8 hours',Moderate,2.0,No
19604,'7-8 hours',Unhealthy,2.0,No
19605,'7-8 hours',Healthy,1.0,Yes
19611,'More than 8 hours',Unhealthy,4.0,Yes
19614,'Less than 5 hours',Healthy,4.0,No
19617,'5-6 hours',Unhealthy,3.0,No
19618,'5-6 hours',Healthy,4.0,No
19625,'5-6 hours',Moderate,1.0,Yes
19631,'More than 8 hours',Unhealthy,4.0,No
19632,'Less than 5 hours',Moderate,5.0,Yes
19633,'More than 8 hours',Moderate,2.0,Yes
19635,'Less than 5 hours',Unhealthy,4.0,Yes
19642,'7-8 hours',Healthy,3.0,No
19643,'Less than 5 hours',Unhealthy,5.0,No
19646,'5-6 hours',Unhealthy,4.0,No
19652,'Less than 5 hours',Healthy,1.0,Yes
19660,'Less than 5 hours',Unhealthy,3.0,Yes
19664,'Less than 5 hours',Unhealthy,5.0,Yes
19668,'More than 8 hours',Unhealthy,4.0,No
19671,'5-6 hours',Healthy,2.0,No
19672,'Less than 5 hours',Moderate,1.0,Yes
19677,'7-8 hours',Unhealthy,5.0,Yes
19686,'More than 8 hours',Unhealthy,3.0,Yes
19687,'7-8 hours',Healthy,2.0,No
19698,'Less than 5 hours',Moderate,5.0,Yes
19701,'5-6 hours',Moderate,5.0,No
19704,'7-8 hours',Unhealthy,3.0,No
19706,'More than 8 hours',Unhealthy,3.0,No
19708,'5-6 hours',Moderate,3.0,No
19721,'More than 8 hours',Moderate,4.0,Yes
19727,'7-8 hours',Unhealthy,5.0,Yes
19733,'More than 8 hours',Unhealthy,2.0,Yes
19736,'More than 8 hours',Moderate,3.0,No
19737,'7-8 hours',Healthy,1.0,No
19743,'Less than 5 hours',Healthy,1.0,Yes
19748,'More than 8 hours',Moderate,4.0,Yes
19751,'More than 8 hours',Moderate,2.0,Yes
19761,'More than 8 hours',Unhealthy,1.0,Yes
19762,'Less than 5 hours',Unhealthy,2.0,Yes
19770,'Less than 5 hours',Unhealthy,2.0,No
19777,'More than 8 hours',Unhealthy,5.0,No
19784,'More than 8 hours',Unhealthy,5.0,No
19785,'Less than 5 hours',Moderate,5.0,Yes
19791,'Less than 5 hours',Healthy,3.0,No
19794,'Less than 5 hours',Healthy,2.0,No
19795,'Less than 5 hours',Healthy,1.0,Yes
19796,'More than 8 hours',Unhealthy,2.0,No
19797,'Less than 5 hours',Healthy,5.0,Yes
19800,'5-6 hours',Healthy,4.0,Yes
19804,'5-6 hours',Moderate,3.0,No
19808,'7-8 hours',Healthy,5.0,No
19813,'7-8 hours',Healthy,4.0,No
19815,'More than 8 hours',Unhealthy,1.0,No
19826,'Less than 5 hours',Moderate,5.0,Yes
19835,'5-6 hours',Unhealthy,1.0,Yes
19846,'More than 8 hours',Unhealthy,5.0,No
19848,'More than 8 hours',Unhealthy,2.0,No
19850,'More than 8 hours',Moderate,4.0,Yes
19853,'5-6 hours',Unhealthy,1.0,Yes
19857,'5-6 hours',Healthy,3.0,Yes
19858,'Less than 5 hours',Healthy,5.0,Yes
19862,'5-6 hours',Healthy,4.0,No
19865,'5-6 hours',Unhealthy,5.0,No
19869,'More than 8 hours',Unhealthy,5.0,Yes
19874,'Less than 5 hours',Moderate,4.0,No
19876,'More than 8 hours',Unhealthy,1.0,No
19885,'5-6 hours',Unhealthy,3.0,No
19886,'More than 8 hours',Moderate,2.0,No
19888,'5-6 hours',Healthy,5.0,Yes
19889,'5-6 hours',Healthy,1.0,No
19892,'7-8 hours',Healthy,2.0,No
19898,'Less than 5 hours',Healthy,4.0,Yes
19899,'More than 8 hours',Unhealthy,4.0,No
19902,'7-8 hours',Moderate,4.0,No
19913,'5-6 hours',Unhealthy,4.0,Yes
19915,Others,Healthy,5.0,Yes
19921,'Less than 5 hours',Moderate,2.0,No
19922,'5-6 hours',Unhealthy,4.0,Yes
19935,'Less than 5 hours',Healthy,1.0,No
19948,'5-6 hours',Healthy,3.0,Yes
19958,'More than 8 hours',Unhealthy,1.0,Yes
19962,'More than 8 hours',Healthy,4.0,Yes
19967,'7-8 hours',Healthy,5.0,Yes
19968,'7-8 hours',Unhealthy,5.0,No
19973,'Less than 5 hours',Moderate,1.0,No
19976,'Less than 5 hours',Unhealthy,2.0,No
19992,'Less than 5 hours',Healthy,4.0,No
19994,'Less than 5 hours',Moderate,2.0,Yes
20001,'Less than 5 hours',Moderate,5.0,Yes
20012,'5-6 hours',Healthy,1.0,Yes
20018,'5-6 hours',Unhealthy,3.0,No
20020,'7-8 hours',Moderate,4.0,Yes
20023,'Less than 5 hours',Moderate,5.0,No
20047,'5-6 hours',Moderate,3.0,Yes
20049,'More than 8 hours',Moderate,3.0,Yes
20052,'Less than 5 hours',Healthy,2.0,No
20053,'More than 8 hours',Unhealthy,2.0,No
20057,'7-8 hours',Moderate,1.0,No
20059,'5-6 hours',Unhealthy,4.0,Yes
20073,'More than 8 hours',Unhealthy,5.0,No
20081,'Less than 5 hours',Unhealthy,5.0,No
20093,'Less than 5 hours',Healthy,4.0,No
20097,'Less than 5 hours',Healthy,5.0,No
20099,'Less than 5 hours',Moderate,1.0,Yes
20109,'More than 8 hours',Moderate,5.0,Yes
20110,'7-8 hours',Healthy,5.0,No
20112,'Less than 5 hours',Unhealthy,5.0,Yes
20115,'Less than 5 hours',Healthy,3.0,No
20118,'7-8 hours',Unhealthy,4.0,No
20122,'7-8 hours',Unhealthy,1.0,No
20128,'7-8 hours',Unhealthy,4.0,Yes
20135,'Less than 5 hours',Unhealthy,4.0,Yes
20136,'7-8 hours',Unhealthy,5.0,Yes
20145,'7-8 hours',Moderate,2.0,No
20147,'7-8 hours',Unhealthy,3.0,No
20154,'More than 8 hours',Unhealthy,4.0,Yes
20157,'5-6 hours',Unhealthy,5.0,No
20159,'7-8 hours',Moderate,3.0,No
20161,'More than 8 hours',Unhealthy,4.0,No
20162,'Less than 5 hours',Healthy,3.0,Yes
20164,'Less than 5 hours',Healthy,2.0,No
20170,'7-8 hours',Moderate,1.0,No
20171,'Less than 5 hours',Unhealthy,5.0,No
20177,'Less than 5 hours',Unhealthy,3.0,No
20178,'Less than 5 hours',Moderate,5.0,Yes
20186,'More than 8 hours',Unhealthy,2.0,No
20192,'Less than 5 hours',Healthy,3.0,Yes
20194,'7-8 hours',Unhealthy,3.0,No
20206,'5-6 hours',Healthy,2.0,Yes
20218,'Less than 5 hours',Healthy,3.0,Yes
20227,'Less than 5 hours',Unhealthy,3.0,No
20228,'7-8 hours',Healthy,3.0,No
20229,'Less than 5 hours',Unhealthy,1.0,No
20234,'More than 8 hours',Moderate,2.0,Yes
20238,'5-6 hours',Healthy,5.0,No
20241,'Less than 5 hours',Healthy,2.0,No
20248,'More than 8 hours',Unhealthy,2.0,No
20253,'5-6 hours',Moderate,5.0,No
20258,'Less than 5 hours',Unhealthy,4.0,No
20261,'7-8 hours',Unhealthy,3.0,No
20268,'7-8 hours',Healthy,5.0,Yes
20271,'7-8 hours',Moderate,5.0,Yes
20277,'7-8 hours',Unhealthy,4.0,Yes
20279,'5-6 hours',Unhealthy,1.0,Yes
20280,'7-8 hours',Healthy,1.0,No
20283,'5-6 hours',Moderate,2.0,No
20296,'More than 8 hours',Unhealthy,1.0,No
20299,'5-6 hours',Healthy,5.0,Yes
20302,'5-6 hours',Moderate,5.0,Yes
20304,'5-6 hours',Unhealthy,4.0,No
20313,'More than 8 hours',Moderate,1.0,Yes
20315,'7-8 hours',Unhealthy,2.0,No
20316,'7-8 hours',Healthy,4.0,Yes
20319,'Less than 5 hours',Unhealthy,2.0,No
20324,'Less than 5 hours',Moderate,3.0,Yes
20326,'Less than 5 hours',Unhealthy,3.0,Yes
20334,'More than 8 hours',Moderate,3.0,No
20344,'More than 8 hours',Unhealthy,3.0,Yes
20345,'Less than 5 hours',Unhealthy,3.0,No
20347,'Less than 5 hours',Moderate,2.0,Yes
20356,'5-6 hours',Healthy,5.0,Yes
20357,'More than 8 hours',Unhealthy,4.0,Yes
20400,'Less than 5 hours',Healthy,5.0,No
20402,'Less than 5 hours',Moderate,5.0,No
20405,'7-8 hours',Unhealthy,5.0,Yes
20410,'7-8 hours',Moderate,3.0,No
20421,'Less than 5 hours',Moderate,2.0,Yes
20425,'7-8 hours',Moderate,5.0,Yes
20427,'Less than 5 hours',Moderate,5.0,No
20437,'Less than 5 hours',Unhealthy,1.0,Yes
20443,'More than 8 hours',Unhealthy,2.0,Yes
20449,'Less than 5 hours',Healthy,4.0,No
20450,'Less than 5 hours',Moderate,2.0,No
20451,'5-6 hours',Healthy,5.0,Yes
20457,'7-8 hours',Moderate,4.0,Yes
20462,'5-6 hours',Unhealthy,4.0,No
20470,'More than 8 hours',Healthy,3.0,No
20472,'7-8 hours',Moderate,4.0,No
20475,'5-6 hours',Healthy,4.0,No
20476,'7-8 hours',Unhealthy,5.0,No
20494,'More than 8 hours',Unhealthy,2.0,No
20502,'More than 8 hours',Unhealthy,4.0,Yes
20505,'More than 8 hours',Unhealthy,5.0,Yes
20509,'7-8 hours',Unhealthy,5.0,No
20512,'5-6 hours',Moderate,2.0,Yes
20513,'7-8 hours',Unhealthy,4.0,Yes
20515,'5-6 hours',Unhealthy,2.0,Yes
20519,'More than 8 hours',Moderate,1.0,No
20528,'7-8 hours',Healthy,2.0,No
20530,'5-6 hours',Unhealthy,3.0,Yes
20534,'More than 8 hours',Unhealthy,3.0,Yes
20539,'Less than 5 hours',Healthy,4.0,No
20544,'Less than 5 hours',Moderate,2.0,No
20550,'7-8 hours',Unhealthy,4.0,Yes
20552,'Less than 5 hours',Unhealthy,5.0,No
20553,'7-8 hours',Unhealthy,1.0,Yes
20557,'Less than 5 hours',Unhealthy,5.0,No
20566,'Less than 5 hours',Unhealthy,5.0,No
20567,'Less than 5 hours',Unhealthy,2.0,Yes
20572,'More than 8 hours',Unhealthy,2.0,No
20584,'More than 8 hours',Moderate,5.0,No
20589,'5-6 hours',Unhealthy,4.0,No
20595,'Less than 5 hours',Healthy,1.0,No
20602,'Less than 5 hours',Healthy,3.0,No
20604,'5-6 hours',Healthy,1.0,Yes
20605,'5-6 hours',Moderate,5.0,Yes
20614,'Less than 5 hours',Healthy,1.0,Yes
20617,'5-6 hours',Moderate,5.0,No
20620,'Less than 5 hours',Unhealthy,1.0,Yes
20623,'7-8 hours',Healthy,4.0,Yes
20625,'5-6 hours',Unhealthy,5.0,No
20628,'7-8 hours',Moderate,1.0,Yes
20630,'Less than 5 hours',Unhealthy,1.0,Yes
20635,'More than 8 hours',Healthy,4.0,No
20636,'5-6 hours',Unhealthy,3.0,No
20642,'7-8 hours',Moderate,3.0,Yes
20656,'5-6 hours',Unhealthy,3.0,No
20657,'5-6 hours',Healthy,4.0,No
20659,'Less than 5 hours',Moderate,5.0,Yes
20661,'5-6 hours',Unhealthy,3.0,Yes
20665,'More than 8 hours',Unhealthy,5.0,Yes
20666,'Less than 5 hours',Unhealthy,4.0,Yes
20672,'7-8 hours',Healthy,5.0,No
20678,'7-8 hours',Healthy,4.0,No
20680,'More than 8 hours',Moderate,2.0,No
20682,'Less than 5 hours',Unhealthy,5.0,No
20685,'Less than 5 hours',Unhealthy,2.0,Yes
20696,'7-8 hours',Unhealthy,1.0,Yes
20698,'More than 8 hours',Healthy,1.0,Yes
20706,'5-6 hours',Healthy,2.0,No
20717,'5-6 hours',Moderate,5.0,No
20721,'7-8 hours',Healthy,4.0,Yes
20722,'Less than 5 hours',Moderate,1.0,No
20723,'5-6 hours',Healthy,3.0,No
20724,'Less than 5 hours',Healthy,1.0,No
20728,'7-8 hours',Moderate,1.0,No
20744,'Less than 5 hours',Healthy,3.0,Yes
20749,'5-6 hours',Unhealthy,5.0,Yes
20753,'5-6 hours',Unhealthy,4.0,Yes
20754,'5-6 hours',Moderate,1.0,Yes
20756,'5-6 hours',Healthy,5.0,No
20761,'Less than 5 hours',Healthy,5.0,Yes
20767,'More than 8 hours',Unhealthy,1.0,Yes
20771,'5-6 hours',Moderate,2.0,Yes
20776,'7-8 hours',Moderate,4.0,Yes
20786,'More than 8 hours',Unhealthy,4.0,No
20787,'7-8 hours',Healthy,3.0,No
20788,'Less than 5 hours',Healthy,1.0,No
20792,'5-6 hours',Healthy,2.0,No
20802,'Less than 5 hours',Healthy,4.0,Yes
20804,'Less than 5 hours',Unhealthy,5.0,Yes
20805,'More than 8 hours',Healthy,3.0,Yes
20807,'5-6 hours',Unhealthy,2.0,Yes
20810,'Less than 5 hours',Moderate,4.0,Yes
20819,'Less than 5 hours',Moderate,4.0,No
20820,'7-8 hours',Moderate,5.0,Yes
20824,'5-6 hours',Moderate,2.0,No
20828,'Less than 5 hours',Unhealthy,3.0,No
20831,'More than 8 hours',Unhealthy,5.0,No
20835,'Less than 5 hours',Unhealthy,4.0,No
20842,'Less than 5 hours',Unhealthy,2.0,No
20848,'7-8 hours',Unhealthy,3.0,Yes
20852,'More than 8 hours',Unhealthy,1.0,Yes
20862,'5-6 hours',Moderate,5.0,No
20867,'More than 8 hours',Unhealthy,3.0,Yes
20874,'7-8 hours',Healthy,2.0,Yes
20889,'7-8 hours',Moderate,2.0,Yes
20890,'Less than 5 hours',Moderate,2.0,No
20895,'7-8 hours',Healthy,2.0,No
20898,'7-8 hours',Unhealthy,4.0,Yes
20902,'More than 8 hours',Moderate,3.0,Yes
20903,'5-6 hours',Unhealthy,3.0,Yes
20909,'5-6 hours',Moderate,2.0,Yes
20917,'Less than 5 hours',Unhealthy,2.0,No
20920,'7-8 hours',Healthy,4.0,No
20936,'Less than 5 hours',Moderate,1.0,No
20937,'5-6 hours',Moderate,2.0,No
20950,'7-8 hours',Moderate,3.0,Yes
20952,'More than 8 hours',Healthy,1.0,Yes
20953,'More than 8 hours',Healthy,4.0,Yes
20956,'More than 8 hours',Healthy,2.0,No
20957,'More than 8 hours',Healthy,1.0,No
20973,'5-6 hours',Unhealthy,3.0,No
20980,'5-6 hours',Healthy,2.0,No
